age,id,profession,family_size,gender,ever_married,graduated,spending_score,segmentation
46,6853,Entertainment,3,Male,Yes,No,Average,D
53,6854,Engineer,2,Female,Yes,No,Low,C
55,6855,Doctor,2,Male,Yes,Yes,High,B
42,6856,Engineer,3,Female,Yes,No,Low,D
26,6857,Marketing,1,Female,No,Yes,Low,D
29,6858,Healthcare,3,Male,No,No,Low,A
39,6859,Artist,4,Male,Yes,Yes,Average,A
25,6860,Artist,3,Female,No,No,Low,A
26,6861,Artist,4,Female,No,Yes,Low,D
51,6862,Executive,5,Male,Yes,No,High,C
30,6863,Homemaker,2,Male,Yes,No,Average,C
33,6864,Homemaker,2,Female,No,No,Low,D
42,6865,Executive,3,Male,Yes,Yes,High,C
71,6866,Lawyer,1,Male,Yes,Yes,Low,B
35,6867,Artist,5,Male,Yes,No,Average,C
28,6868,Marketing,5,Male,No,No,Low,D
31,6869,Artist,2,Male,Yes,Yes,Average,A
43,6870,Artist,3,Male,Yes,Yes,Average,A
77,6871,Lawyer,2,Female,Yes,No,High,A
71,6872,Engineer,1,Female,Yes,Yes,Low,B
26,6873,Homemaker,1,Female,No,No,Low,D
40,6874,Doctor,4,Male,Yes,No,Average,B
72,6875,Lawyer,2,Female,Yes,Yes,High,B
73,6876,Artist,2,Female,Yes,Yes,High,D
26,6877,Healthcare,6,Male,No,Yes,Low,B
52,6878,Entertainment,4,Male,Yes,No,Average,B
42,6879,Artist,2,Male,Yes,Yes,Average,A
28,6880,Artist,3,Male,Yes,Yes,Average,B
43,6881,Homemaker,1,Female,Yes,No,Low,B
25,6882,Doctor,4,Male,No,No,Low,D
52,6883,Executive,3,Male,Yes,Yes,High,A
28,6884,Homemaker,1,Female,No,Yes,Low,D
56,6885,Entertainment,4,Male,Yes,Yes,Average,A
38,6886,Executive,7,Male,Yes,No,High,A
83,6887,Lawyer,2,Male,Yes,No,High,C
35,6888,Homemaker,1,Female,No,Yes,Low,C
40,6889,Marketing,2,Male,Yes,Yes,Low,B
25,6890,Homemaker,1,Female,No,Yes,Low,B
25,6891,Artist,1,Male,No,Yes,Low,C
52,6892,Artist,4,Male,Yes,Yes,Low,B
33,6893,Artist,4,Male,No,No,Low,B
28,6894,Artist,3,Male,No,Yes,Low,A
43,6895,Artist,1,Female,No,Yes,Low,C
84,6896,Lawyer,2,Female,Yes,Yes,High,A
48,6897,Executive,4,Male,Yes,Yes,High,C
55,6898,Engineer,2,Female,Yes,No,Average,D
37,6899,Homemaker,1,Female,Yes,Yes,Low,A
38,6900,Engineer,3,Male,Yes,Yes,Average,A
35,6901,Homemaker,1,Female,No,No,Low,D
35,6902,Entertainment,2,Male,No,No,Low,A
46,6903,Lawyer,1,Female,Yes,No,Low,A
79,6904,Lawyer,1,Female,Yes,Yes,Low,C
63,6905,Lawyer,2,Male,Yes,Yes,High,B
35,6906,Entertainment,1,Female,No,Yes,Low,A
50,6907,Artist,4,Male,Yes,No,Average,C
45,6908,Executive,3,Male,Yes,Yes,High,D
36,6909,Homemaker,4,Female,No,Yes,Low,A
43,6910,Entertainment,2,Male,Yes,No,Average,B
62,6911,Marketing,5,Male,Yes,Yes,High,B
57,6912,Artist,2,Male,Yes,Yes,Average,A
51,6913,Marketing,1,Male,No,No,Low,A
27,6914,Artist,4,Female,Yes,No,Low,C
50,6915,Entertainment,3,Male,Yes,Yes,Low,A
75,6916,Executive,3,Male,Yes,Yes,High,D
28,6917,Executive,2,Male,No,No,Low,C
39,6918,Artist,2,Male,Yes,Yes,Average,A
69,6919,Doctor,2,Female,Yes,Yes,Average,C
39,6920,Entertainment,3,Female,Yes,No,High,A
47,6921,Artist,1,Male,No,Yes,Low,C
49,6922,Doctor,3,Male,Yes,Yes,Average,D
52,6923,Artist,2,Female,Yes,Yes,Low,A
26,6924,Healthcare,2,Female,No,Yes,Low,A
72,6925,Engineer,1,Female,Yes,Yes,Low,C
47,6926,Artist,3,Female,Yes,Yes,Low,D
21,6927,Healthcare,3,Female,No,No,Low,A
39,6928,Entertainment,1,Male,No,No,Low,D
52,6929,Artist,1,Female,No,Yes,Low,C
37,6930,Entertainment,3,Male,Yes,No,Average,B
51,6931,Entertainment,2,Male,Yes,No,Low,A
48,6932,Engineer,3,Male,Yes,No,Average,B
45,6933,Engineer,3,Female,Yes,No,Average,A
29,6934,Engineer,2,Female,No,No,Low,C
47,6935,Doctor,1,Female,Yes,No,Low,C
41,6936,Entertainment,2,Male,Yes,Yes,Average,B
32,6937,Homemaker,4,Female,Yes,No,Average,C
31,6938,Marketing,3,Male,Yes,No,Low,D
20,6939,Marketing,3,Male,No,No,Low,A
46,6940,Artist,3,Female,Yes,Yes,Average,B
65,6941,Artist,3,Male,Yes,Yes,Average,D
29,6942,Homemaker,1,Male,Yes,No,Low,A
41,6943,Entertainment,2,Male,Yes,Yes,Average,A
50,6944,Executive,5,Male,Yes,No,Low,C
38,6945,Entertainment,2,Male,Yes,Yes,Average,C
30,6946,Engineer,2,Female,Yes,No,Low,A
63,6947,Engineer,1,Female,Yes,Yes,Low,B
42,6948,Artist,2,Male,Yes,Yes,Average,B
41,6949,Executive,3,Male,Yes,No,High,C
46,6950,Engineer,2,Male,Yes,Yes,Low,C
27,6951,Healthcare,2,Male,Yes,Yes,Low,D
22,6952,Healthcare,4,Female,No,No,Low,B
20,6953,Healthcare,4,Male,No,No,Low,A
40,6954,Engineer,2,Female,Yes,Yes,Low,A
28,6955,Doctor,6,Female,No,Yes,Low,D
28,6956,Entertainment,2,Male,Yes,No,Low,B
53,6957,Engineer,6,Female,Yes,No,Average,A
35,6958,Doctor,2,Female,Yes,Yes,Low,A
30,6959,Healthcare,4,Male,No,Yes,Low,D
46,6960,Artist,1,Female,Yes,Yes,Low,B
36,6961,Engineer,4,Female,No,Yes,Low,D
38,6962,Artist,3,Female,Yes,Yes,High,A
26,6963,Marketing,2,Female,Yes,No,Average,D
45,6964,Doctor,1,Female,Yes,Yes,Low,D
46,6965,Executive,2,Female,Yes,Yes,High,A
25,6966,Doctor,1,Male,No,Yes,Low,A
27,6967,Marketing,7,Male,No,No,Low,A
42,6968,Doctor,1,Female,Yes,Yes,Low,A
55,6969,Doctor,1,Male,Yes,Yes,Low,B
31,6970,Marketing,4,Male,No,No,Low,D
38,6971,Entertainment,5,Female,Yes,No,Average,B
59,6972,Artist,3,Female,Yes,Yes,High,D
61,6973,Executive,3,Male,Yes,No,Average,B
27,6974,Engineer,2,Female,Yes,Yes,Low,D
26,6975,Executive,5,Male,Yes,No,High,A
47,6976,Entertainment,3,Male,Yes,No,Average,B
52,6977,Artist,4,Male,Yes,Yes,Average,A
57,6978,Engineer,2,Male,Yes,No,Average,A
86,6979,Lawyer,2,Female,Yes,Yes,High,D
43,6980,Engineer,4,Female,Yes,No,Average,A
43,6981,Doctor,1,Female,Yes,Yes,Low,A
31,6982,Healthcare,4,Male,No,No,Low,B
30,6983,Executive,2,Male,Yes,No,High,D
27,6984,Doctor,3,Male,Yes,Yes,Average,B
47,6985,Executive,2,Male,Yes,Yes,Low,A
35,6986,Executive,4,Male,Yes,Yes,High,A
25,6987,Entertainment,2,Male,Yes,Yes,Low,D
25,6988,Artist,3,Female,Yes,No,Low,D
38,6989,Artist,1,Male,No,No,Low,C
32,6990,Engineer,3,Female,No,No,Low,A
48,6991,Executive,6,Male,Yes,No,High,A
38,6992,Artist,1,Female,No,No,Low,A
85,6993,Artist,2,Female,Yes,Yes,High,D
31,6994,Doctor,2,Female,No,Yes,Low,D
20,6995,Healthcare,4,Female,No,No,Low,D
37,6996,Artist,2,Female,Yes,Yes,Average,B
33,6997,Artist,2,Male,No,Yes,Low,A
52,6998,Artist,1,Female,No,No,Low,C
26,6999,Doctor,3,Male,No,Yes,Low,A
21,7000,Healthcare,5,Female,No,No,Low,D
42,7001,Engineer,1,Female,No,Yes,Low,C
39,7002,Artist,4,Male,Yes,Yes,Average,D
41,7003,Doctor,2,Female,Yes,Yes,Average,D
18,7004,Healthcare,5,Female,No,No,Low,A
22,7005,Healthcare,1,Male,No,No,Low,D
25,7006,Engineer,2,Female,Yes,No,Low,A
20,7007,Healthcare,5,Female,No,No,Low,A
18,7008,Entertainment,4,Female,No,No,Low,A
21,7009,Marketing,4,Male,No,No,Low,D
25,7010,Healthcare,4,Female,No,No,Low,A
46,7011,Engineer,5,Female,Yes,No,Average,A
21,7012,Healthcare,4,Male,No,No,Low,B
27,7013,Doctor,3,Male,No,Yes,Low,C
59,7014,Executive,4,Male,Yes,Yes,High,C
26,7015,Artist,1,Female,No,Yes,Low,B
26,7016,Artist,2,Male,Yes,Yes,Average,D
32,7017,Doctor,2,Female,Yes,No,Average,D
33,7018,Healthcare,6,Male,No,No,Low,A
28,7019,Healthcare,3,Male,No,Yes,Low,A
30,7020,Healthcare,3,Female,No,Yes,Low,A
41,7021,Engineer,3,Female,No,No,Low,B
42,7022,Artist,2,Male,Yes,Yes,Low,A
45,7023,Doctor,4,Female,Yes,Yes,Average,A
29,7024,Engineer,1,Female,No,No,Low,D
46,7025,Entertainment,3,Male,Yes,Yes,Average,A
26,7026,Marketing,4,Female,Yes,Yes,High,D
38,7027,Marketing,3,Female,Yes,Yes,Low,D
46,7028,Artist,2,Male,No,Yes,Low,D
40,7029,Artist,1,Female,No,No,Low,A
25,7030,Engineer,3,Male,No,No,Low,C
33,7031,Artist,4,Female,No,Yes,Low,A
56,7032,Executive,2,Male,Yes,Yes,High,A
26,7033,Healthcare,3,Female,No,No,Low,C
28,7034,Doctor,6,Female,Yes,No,Average,A
41,7035,Executive,3,Male,Yes,No,Average,A
37,7036,Artist,3,Male,Yes,Yes,High,C
59,7037,Artist,3,Male,Yes,Yes,Average,A
43,7038,Artist,2,Female,Yes,Yes,Average,A
30,7039,Healthcare,5,Female,No,Yes,Low,A
66,7040,Executive,2,Male,Yes,No,Average,C
28,7041,Artist,3,Male,Yes,Yes,Average,D
49,7042,Entertainment,3,Male,Yes,Yes,Average,B
61,7043,Artist,3,Female,Yes,Yes,Average,C
27,7044,Artist,2,Male,Yes,Yes,Average,D
35,7045,Engineer,1,Female,Yes,No,Low,A
33,7046,Healthcare,2,Male,Yes,Yes,Average,A
36,7047,Artist,2,Female,Yes,Yes,Average,A
27,7048,Artist,1,Female,No,Yes,Low,D
31,7049,Engineer,5,Female,No,No,Low,D
47,7050,Executive,4,Male,Yes,No,Low,C
36,7051,Artist,4,Female,No,Yes,Low,C
30,7052,Engineer,3,Female,No,Yes,Low,D
60,7053,Artist,1,Male,Yes,Yes,Low,B
32,7054,Artist,2,Female,Yes,Yes,Average,C
28,7055,Healthcare,3,Female,No,No,Low,A
46,7056,Healthcare,4,Male,Yes,Yes,High,B
30,7057,Entertainment,2,Male,Yes,Yes,Low,D
52,7058,Artist,3,Female,Yes,Yes,Average,A
46,7059,Engineer,4,Female,Yes,Yes,Average,D
37,7060,Engineer,2,Male,Yes,No,Average,C
25,7061,Engineer,3,Female,No,Yes,Low,B
43,7062,Engineer,4,Female,Yes,Yes,Average,A
32,7063,Marketing,4,Male,No,No,Low,B
50,7064,Engineer,4,Female,Yes,Yes,High,D
43,7065,Artist,3,Male,Yes,No,Average,B
37,7066,Artist,2,Male,Yes,Yes,Average,B
61,7067,Healthcare,4,Male,Yes,No,High,D
39,7068,Artist,2,Male,Yes,Yes,Average,A
46,7069,Artist,5,Male,Yes,Yes,Average,B
36,7070,Engineer,3,Female,Yes,No,Low,A
28,7071,Artist,1,Female,No,No,Low,B
42,7072,Artist,1,Male,No,Yes,Low,B
82,7073,Executive,1,Male,Yes,Yes,Low,D
18,7074,Healthcare,8,Female,No,No,Low,B
18,7075,Engineer,4,Female,No,No,Low,D
49,7076,Entertainment,2,Male,Yes,Yes,Average,B
69,7077,Artist,3,Female,Yes,Yes,Average,A
29,7078,Artist,6,Female,No,No,Low,D
68,7079,Entertainment,2,Male,No,Yes,Low,C
33,7080,Healthcare,3,Male,No,No,Low,D
38,7081,Executive,5,Male,Yes,No,High,A
52,7082,Entertainment,3,Male,Yes,No,Average,B
28,7083,Artist,2,Male,Yes,Yes,Low,B
27,7084,Healthcare,5,Female,No,No,Low,B
28,7085,Engineer,4,Female,No,No,Low,B
25,7086,Engineer,3,Female,Yes,No,High,A
30,7087,Artist,1,Female,No,Yes,Low,A
40,7088,Artist,3,Male,Yes,Yes,Average,A
25,7089,Artist,9,Female,No,Yes,Low,B
30,7090,Artist,1,Female,No,Yes,Low,D
43,7091,Engineer,2,Female,Yes,No,Average,A
26,7092,Artist,4,Female,No,Yes,Low,B
37,7093,Entertainment,3,Female,Yes,No,Average,C
28,7094,Healthcare,5,Female,No,No,Low,B
31,7095,Marketing,5,Female,Yes,No,Low,A
46,7096,Artist,3,Male,Yes,Yes,Low,A
47,7097,Artist,4,Female,Yes,Yes,Average,C
28,7098,Healthcare,4,Male,No,No,Low,B
30,7099,Healthcare,1,Male,No,No,Low,D
23,7100,Artist,5,Male,No,No,Low,D
22,7101,Healthcare,5,Female,No,No,Low,D
22,7102,Entertainment,4,Male,No,No,Low,D
19,7103,Healthcare,4,Female,No,No,Low,C
19,7104,Healthcare,4,Female,No,No,Low,B
39,7105,Artist,2,Male,No,Yes,Low,A
38,7106,Artist,2,Female,Yes,Yes,Low,D
33,7107,Healthcare,1,Male,No,Yes,Low,A
38,7108,Homemaker,1,Female,No,Yes,Low,B
29,7109,Healthcare,3,Female,No,Yes,Low,A
35,7110,Entertainment,1,Female,Yes,No,Low,D
32,7111,Artist,2,Male,Yes,Yes,Average,A
59,7112,Artist,1,Male,Yes,Yes,Low,D
32,7113,Doctor,1,Female,No,Yes,Low,B
29,7114,Healthcare,3,Female,No,Yes,Low,C
59,7115,Executive,4,Male,Yes,No,High,B
83,7116,Lawyer,2,Male,Yes,No,High,D
33,7117,Healthcare,5,Male,No,No,Low,A
39,7118,Artist,5,Female,Yes,Yes,High,C
27,7119,Healthcare,5,Female,No,No,Low,A
42,7120,Artist,2,Female,Yes,Yes,Average,A
46,7121,Artist,2,Male,Yes,Yes,Average,B
63,7122,Doctor,2,Male,Yes,Yes,High,C
32,7123,Doctor,2,Male,No,Yes,Low,B
38,7124,Engineer,3,Female,No,Yes,Low,C
63,7125,Engineer,1,Female,Yes,Yes,Low,D
33,7126,Healthcare,5,Female,No,Yes,Low,A
27,7127,Entertainment,2,Male,No,No,Low,C
87,7128,Artist,2,Female,Yes,No,High,B
25,7129,Healthcare,1,Female,No,No,Low,D
61,7130,Artist,4,Male,Yes,Yes,Average,B
41,7131,Artist,4,Male,Yes,Yes,High,B
51,7132,Executive,3,Male,Yes,Yes,High,B
60,7133,Artist,3,Male,Yes,Yes,High,C
65,7134,Artist,3,Male,Yes,Yes,Average,D
41,7135,Artist,1,Female,Yes,Yes,Low,B
56,7136,Artist,3,Female,Yes,Yes,Average,A
39,7137,Artist,2,Male,Yes,Yes,Average,B
42,7138,Artist,2,Female,No,No,Low,A
68,7139,Artist,2,Male,Yes,Yes,High,A
32,7140,Healthcare,3,Female,No,No,Low,C
43,7141,Artist,1,Male,Yes,Yes,Low,A
40,7142,Artist,2,Female,Yes,Yes,High,C
87,7143,Entertainment,2,Female,Yes,No,High,D
43,7144,Entertainment,2,Male,Yes,No,Low,B
48,7145,Doctor,3,Male,Yes,Yes,Average,C
58,7146,Marketing,2,Female,Yes,Yes,Average,A
30,7147,Healthcare,3,Female,No,No,Low,A
53,7148,Artist,2,Female,Yes,Yes,Low,D
56,7149,Artist,3,Female,Yes,Yes,Average,C
48,7150,Artist,4,Male,Yes,Yes,Average,B
28,7151,Doctor,5,Male,Yes,No,Low,D
62,7152,Entertainment,3,Male,Yes,Yes,Average,C
49,7153,Artist,5,Female,Yes,Yes,Average,B
62,7154,Entertainment,2,Male,Yes,Yes,Low,B
48,7155,Artist,1,Female,No,Yes,Low,B
56,7156,Artist,5,Female,Yes,Yes,Average,D
66,7157,Marketing,2,Female,Yes,No,High,D
40,7158,Artist,2,Male,No,Yes,Low,D
57,7159,Artist,2,Female,Yes,Yes,Average,B
35,7160,Marketing,3,Male,Yes,No,Low,A
29,7161,Artist,5,Male,No,No,Low,D
26,7162,Doctor,1,Male,No,No,Low,A
84,7163,Lawyer,2,Female,Yes,Yes,High,D
86,7164,Executive,1,Male,Yes,Yes,Low,D
77,7165,Lawyer,2,Male,Yes,No,High,D
37,7166,Artist,3,Female,No,Yes,Low,A
74,7167,Executive,2,Male,Yes,No,High,B
27,7168,Artist,2,Male,No,No,Low,A
56,7169,Artist,1,Female,Yes,Yes,Low,D
27,7170,Healthcare,1,Female,No,Yes,Low,A
39,7171,Artist,2,Male,Yes,Yes,Average,C
35,7172,Entertainment,2,Male,Yes,Yes,Average,A
66,7173,Entertainment,2,Male,Yes,Yes,Average,A
47,7174,Artist,2,Female,No,Yes,Low,C
36,7175,Artist,2,Female,Yes,Yes,Average,B
43,7176,Artist,2,Male,Yes,Yes,Average,D
55,7177,Artist,4,Female,Yes,Yes,Average,D
41,7178,Doctor,3,Male,Yes,Yes,Average,A
26,7179,Artist,5,Female,No,Yes,Low,D
72,7180,Artist,2,Male,Yes,Yes,High,A
38,7181,Entertainment,3,Male,Yes,Yes,Average,D
72,7182,Lawyer,2,Male,Yes,No,Low,C
41,7183,Artist,1,Male,No,Yes,Low,B
25,7184,Engineer,2,Male,No,No,Low,D
83,7185,Lawyer,2,Male,Yes,Yes,High,D
51,7186,Engineer,4,Female,Yes,Yes,Average,B
40,7187,Artist,2,Male,Yes,Yes,Low,D
76,7188,Artist,2,Female,Yes,Yes,Average,C
29,7189,Artist,4,Male,Yes,Yes,Low,A
58,7190,Artist,4,Female,Yes,Yes,Average,A
46,7191,Artist,1,Female,No,Yes,Low,D
74,7192,Lawyer,2,Female,Yes,No,High,D
53,7193,Executive,3,Male,Yes,Yes,High,A
63,7194,Artist,1,Male,Yes,Yes,Low,D
25,7195,Entertainment,2,Male,No,Yes,Low,A
46,7196,Engineer,3,Male,No,No,Low,C
43,7197,Artist,9,Female,No,Yes,Low,B
58,7198,Artist,4,Female,Yes,Yes,Average,C
41,7199,Executive,4,Male,Yes,Yes,High,C
28,7200,Healthcare,3,Female,No,No,Low,D
26,7201,Healthcare,4,Male,No,Yes,Low,A
29,7202,Healthcare,2,Male,No,Yes,Low,B
39,7203,Engineer,1,Female,No,Yes,Low,C
51,7204,Entertainment,4,Male,Yes,Yes,Average,D
46,7205,Entertainment,4,Male,Yes,Yes,High,B
26,7206,Artist,3,Male,Yes,Yes,Average,D
43,7207,Entertainment,3,Female,Yes,Yes,Average,C
53,7208,Executive,4,Male,Yes,Yes,Low,B
40,7209,Artist,3,Female,Yes,Yes,Average,D
71,7210,Artist,2,Male,Yes,Yes,Low,B
32,7211,Marketing,4,Male,Yes,Yes,High,A
41,7212,Entertainment,2,Male,No,Yes,Low,A
46,7213,Entertainment,2,Female,No,Yes,Low,D
40,7214,Executive,4,Male,Yes,Yes,High,A
25,7215,Doctor,2,Male,Yes,Yes,Average,C
52,7216,Marketing,1,Female,Yes,Yes,Low,A
30,7217,Doctor,5,Male,No,Yes,Low,D
25,7218,Healthcare,2,Female,Yes,Yes,High,B
32,7219,Artist,4,Male,No,No,Low,D
43,7220,Doctor,4,Female,No,Yes,Low,D
41,7221,Artist,2,Male,No,No,Low,C
29,7222,Healthcare,2,Female,No,Yes,Low,C
35,7223,Artist,2,Female,No,Yes,Low,B
53,7224,Artist,3,Female,Yes,Yes,Average,B
40,7225,Artist,2,Female,Yes,Yes,High,A
71,7226,Lawyer,6,Female,Yes,Yes,Low,A
30,7227,Engineer,2,Female,Yes,No,Average,A
40,7228,Engineer,4,Female,Yes,No,Average,A
43,7229,Entertainment,5,Male,Yes,No,Average,C
40,7230,Entertainment,3,Male,Yes,Yes,Average,B
49,7231,Executive,7,Male,Yes,No,High,D
51,7232,Artist,5,Male,Yes,No,Average,D
39,7233,Doctor,9,Female,Yes,No,Average,A
23,7234,Healthcare,5,Male,Yes,No,Low,B
53,7235,Engineer,6,Male,Yes,No,Average,A
35,7236,Engineer,5,Female,No,No,Low,B
35,7237,Executive,4,Male,No,No,Low,A
30,7238,Doctor,9,Male,Yes,Yes,Low,C
38,7239,Artist,3,Male,No,Yes,Low,A
53,7240,Marketing,1,Female,No,No,Low,A
36,7241,Engineer,1,Female,No,Yes,Low,C
33,7242,Engineer,4,Male,No,No,Low,A
40,7243,Engineer,1,Female,No,Yes,Low,C
36,7244,Artist,4,Female,Yes,Yes,Average,D
31,7245,Doctor,5,Male,No,No,Low,A
31,7246,Doctor,2,Male,No,No,Low,A
41,7247,Healthcare,4,Male,Yes,Yes,Average,C
38,7248,Artist,3,Female,Yes,Yes,Average,D
49,7249,Artist,5,Male,Yes,No,Low,A
28,7250,Executive,9,Male,Yes,Yes,High,D
51,7251,Entertainment,4,Male,Yes,No,High,C
41,7252,Artist,2,Male,Yes,No,Average,C
57,7253,Engineer,6,Female,Yes,No,Average,C
67,7254,Artist,1,Male,Yes,Yes,Low,C
29,7255,Executive,5,Male,Yes,No,Average,D
49,7256,Artist,2,Male,Yes,Yes,High,C
28,7257,Engineer,3,Female,No,No,Low,A
48,7258,Engineer,4,Female,Yes,No,Average,B
51,7259,Engineer,4,Female,Yes,No,Average,C
48,7260,Engineer,6,Female,Yes,No,Average,D
48,7261,Engineer,5,Female,Yes,No,Average,A
39,7262,Engineer,4,Female,Yes,No,Average,D
50,7263,Engineer,5,Female,Yes,No,Average,B
33,7264,Engineer,9,Female,No,No,Low,B
30,7265,Marketing,5,Male,Yes,No,High,B
36,7266,Marketing,4,Male,No,No,Low,B
26,7267,Entertainment,1,Male,Yes,No,Low,A
33,7268,Executive,2,Male,Yes,No,Low,D
49,7269,Engineer,5,Female,Yes,Yes,High,D
48,7270,Engineer,5,Male,Yes,Yes,Average,A
31,7271,Artist,1,Male,No,Yes,Low,D
21,7272,Healthcare,1,Female,No,No,Low,D
50,7273,Entertainment,5,Female,Yes,No,Average,B
23,7274,Healthcare,6,Male,No,No,Low,B
21,7275,Healthcare,2,Female,Yes,No,Low,D
29,7276,Engineer,3,Male,Yes,No,Average,A
42,7277,Artist,4,Male,Yes,Yes,Average,A
20,7278,Doctor,6,Male,No,No,Low,B
36,7279,Executive,6,Male,Yes,No,Low,D
42,7280,Engineer,6,Female,Yes,No,High,B
18,7281,Healthcare,4,Male,No,No,Low,B
30,7282,Engineer,8,Female,No,No,Low,D
28,7283,Homemaker,9,Female,No,No,Low,A
42,7284,Entertainment,6,Male,Yes,Yes,Low,B
38,7285,Artist,4,Male,Yes,Yes,Low,C
29,7286,Doctor,2,Female,Yes,Yes,Average,C
38,7287,Engineer,2,Female,No,No,Low,C
37,7288,Engineer,4,Male,Yes,Yes,Average,C
65,7289,Lawyer,1,Female,Yes,No,Low,B
47,7290,Artist,5,Female,Yes,Yes,Average,B
57,7291,Artist,3,Male,Yes,Yes,Average,C
37,7292,Artist,1,Male,Yes,Yes,Low,A
39,7293,Artist,1,Male,No,Yes,Low,A
39,7294,Doctor,5,Male,Yes,No,Average,D
70,7295,Artist,2,Female,Yes,Yes,Average,D
51,7296,Executive,1,Male,Yes,Yes,Low,C
48,7297,Artist,3,Male,Yes,No,Low,B
43,7298,Entertainment,1,Male,No,No,Low,B
29,7299,Engineer,2,Female,Yes,No,Low,A
43,7300,Entertainment,2,Female,Yes,Yes,Low,B
25,7301,Doctor,1,Male,No,No,Low,D
75,7302,Lawyer,1,Female,Yes,No,Low,B
22,7303,Healthcare,5,Female,No,No,Low,C
86,7304,Marketing,1,Male,Yes,No,Low,B
50,7305,Entertainment,2,Female,Yes,Yes,Low,D
73,7306,Lawyer,9,Male,Yes,No,High,C
49,7307,Artist,4,Male,Yes,Yes,Average,C
46,7308,Executive,5,Male,Yes,Yes,High,D
53,7309,Executive,4,Male,Yes,No,High,A
47,7310,Executive,3,Male,Yes,Yes,High,C
59,7311,Executive,4,Male,Yes,No,High,B
82,7312,Lawyer,1,Male,Yes,No,Low,A
25,7313,Doctor,2,Female,No,No,Low,B
83,7314,Lawyer,2,Female,Yes,Yes,High,B
49,7315,Executive,4,Male,Yes,No,High,B
87,7316,Lawyer,2,Female,Yes,No,High,A
69,7317,Lawyer,2,Male,Yes,No,Average,D
40,7318,Entertainment,2,Male,Yes,Yes,Average,B
87,7319,Lawyer,2,Male,Yes,Yes,High,A
68,7320,Healthcare,3,Male,Yes,Yes,Average,A
67,7321,Artist,5,Male,Yes,Yes,High,A
80,7322,Lawyer,1,Male,Yes,Yes,Low,D
65,7323,Lawyer,1,Male,Yes,Yes,Low,D
29,7324,Doctor,4,Male,No,Yes,Low,A
72,7325,Executive,2,Male,Yes,Yes,High,D
57,7326,Doctor,1,Male,Yes,Yes,Low,D
39,7327,Entertainment,2,Male,Yes,No,Average,B
62,7328,Artist,2,Male,Yes,Yes,High,B
81,7329,Lawyer,1,Female,Yes,Yes,Low,A
65,7330,Executive,2,Male,Yes,No,Average,C
40,7331,Artist,2,Female,Yes,Yes,Average,A
86,7332,Lawyer,2,Female,Yes,No,High,D
45,7333,Artist,5,Female,Yes,Yes,Average,B
27,7334,Healthcare,4,Female,No,Yes,Low,D
32,7335,Artist,1,Female,No,Yes,Low,D
41,7336,Artist,2,Female,Yes,Yes,Average,A
27,7337,Healthcare,2,Female,Yes,Yes,Average,D
58,7338,Artist,3,Female,Yes,No,Average,A
61,7339,Entertainment,5,Female,Yes,Yes,Average,B
52,7340,Artist,2,Male,Yes,Yes,Average,A
25,7341,Doctor,1,Male,No,Yes,Low,D
33,7342,Healthcare,3,Male,No,Yes,Low,D
37,7343,Entertainment,1,Male,No,Yes,Low,D
38,7344,Artist,2,Male,Yes,Yes,Average,B
81,7345,Lawyer,1,Male,Yes,Yes,Low,B
61,7346,Executive,3,Male,Yes,Yes,High,D
48,7347,Artist,4,Female,Yes,Yes,High,C
43,7348,Artist,2,Female,Yes,Yes,Average,D
63,7349,Artist,4,Female,Yes,Yes,Average,A
25,7350,Healthcare,1,Female,No,Yes,Low,D
73,7351,Lawyer,1,Female,No,Yes,Low,A
43,7352,Artist,4,Female,Yes,No,Average,A
39,7353,Doctor,4,Female,Yes,No,Average,C
83,7354,Lawyer,2,Female,Yes,Yes,High,C
22,7355,Healthcare,6,Male,No,No,Low,D
31,7356,Artist,2,Female,No,Yes,Low,D
42,7357,Entertainment,4,Male,Yes,Yes,Average,A
25,7358,Entertainment,4,Male,No,No,Low,B
29,7359,Healthcare,2,Male,Yes,Yes,Low,B
39,7360,Entertainment,2,Male,Yes,Yes,Average,C
33,7361,Engineer,1,Male,Yes,No,Low,D
35,7362,Executive,4,Male,Yes,Yes,High,A
38,7363,Entertainment,3,Male,Yes,No,Low,D
67,7364,Artist,2,Male,Yes,No,Average,B
19,7365,Healthcare,4,Male,No,No,Low,A
23,7366,Healthcare,4,Female,No,No,Low,B
23,7367,Healthcare,4,Female,No,Yes,Low,D
80,7368,Executive,1,Male,Yes,No,Low,D
40,7369,Engineer,5,Male,Yes,No,Average,A
31,7370,Engineer,4,Female,Yes,No,Low,C
20,7371,Engineer,2,Female,Yes,No,Low,A
31,7372,Executive,2,Male,Yes,Yes,High,A
50,7373,Executive,5,Male,Yes,Yes,High,A
67,7374,Lawyer,2,Male,Yes,No,Low,B
85,7375,Lawyer,3,Female,Yes,Yes,High,A
65,7376,Artist,3,Female,Yes,Yes,Average,A
71,7377,Executive,4,Male,Yes,No,Average,D
20,7378,Healthcare,6,Female,No,No,Low,D
37,7379,Artist,2,Female,Yes,Yes,Low,C
29,7380,Artist,4,Female,No,Yes,Low,A
85,7381,Executive,2,Male,Yes,Yes,High,D
72,7382,Lawyer,2,Female,Yes,Yes,High,D
45,7383,Artist,2,Female,Yes,Yes,Average,A
59,7384,Entertainment,4,Male,Yes,Yes,Average,B
